Russian	English	Category	Confidence	Sources	Issues
акустическая агнозия	agnosia		reference_only	baldwin_reference	
акустическая травма	trauma		reference_only	baldwin_reference	
акустическая шваннома	schwannoma		reference_only	baldwin_reference	
акустический импеданс	impedance		reference_only	baldwin_reference	
акустический резонанс	resonance		reference_only	baldwin_reference	
акустический фильтр	filter		reference_only	baldwin_reference	
акустический шок	acoustic		reference_only	baldwin_reference	
акустический, звуковой	acoustic		reference_only	baldwin_reference	
акутравма	trauma		reference_only	baldwin_reference	
акушерская помощь	obstetric		reference_only	baldwin_reference	
акушерские	forceps		reference_only	baldwin_reference	
акушерские щипцы	obstetrical		reference_only	baldwin_reference	
акушерские щипцы	forceps		reference_only	baldwin_reference	
акушерский поворот	turning		reference_only	baldwin_reference	
акушерский уход	care		reference_only	baldwin_reference	
акушерский, родовспомогательный	obstetric(al		reference_only	baldwin_reference	
акушерство	obstetrics		reference_only	baldwin_reference	
акцент	accent		reference_only	baldwin_reference	
акцентировать	accent		reference_only	baldwin_reference	
акцентуация личности	personality		reference_only	baldwin_reference	
акцентуированная черта характера	traits		reference_only	baldwin_reference	
акция	action		reference_only	baldwin_reference	
алгезия (повышенная чувствительность к боли	algesia		reference_only	baldwin_reference	
алгометр	algometer		reference_only	baldwin_reference	
алгоритм (лечения	protocol		reference_only	baldwin_reference	
алексия, вербальная слепота	alexia		reference_only	baldwin_reference	
алиментарная анемия	deficiency		reference_only	baldwin_reference	
алиментарная анемия	anemia		reference_only	baldwin_reference	
алиментарная анемия	kasai		reference_only	baldwin_reference	
алиментарная гипогликемия	hypoglycemia		reference_only	baldwin_reference	
алиментарная гипогликемия	dietary		reference_only	baldwin_reference	
алиментарная дистрофия, алиментарное истощение	edema		reference_only	baldwin_reference	
алиментарная дистрофия, алиментарное истощение	swelling		reference_only	baldwin_reference	
алиментарная дистрофия, алиментарное истощение, голодный отёк	hunger		reference_only	baldwin_reference	
алиментарная дистрофия, военный [голодный] отёк	edema		reference_only	baldwin_reference	
алиментарная дистрофия, голодный отёк (тяжелая форма белково-энергетической недостаточности	dropsy		reference_only	baldwin_reference	
алиментарная дистрофия, голодный отёк (тяжелая форма белково-энергетической недостаточности	edema		reference_only	baldwin_reference	
алиментарная лихорадка	food		reference_only	baldwin_reference	
алиментарная лихорадка	fever		reference_only	baldwin_reference	
алиментарная/пищевая аллергия	food		reference_only	baldwin_reference	
