source_text,target_text,quality,notes,tm_status
акардия (врождённое отсутствие сердца),acardia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
атрофия миокарда,acardiotrophy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"акариаз, акародерматит",acariasis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
акарицид,acaricide,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"акарофобия, скабиофобия (патологическая боязнь заболеть чесоткой)",acarophobia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
слабоумие; деменция,acatalepsia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
акатаматезия,acatamethesia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
потеря способности к адекватной эмоциональной реакции,acathexis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
акатизия,acathisia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
ускоренный; высокоразвитый,accelerated,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
стремительные роды,accelerated labor,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
акселерация; ускорение,acceleration,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"акселератор, ускоритель",accelerator,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"протромбиназа, фактор V свёртывания крови",globulin,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фактор V,prothrombin,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
ударение; произношение; акцент; делать ударение; акцентировать,accent,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
акцентуация,accentuation,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
акцентуация личности,personality,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
