Russian	English	Category	Confidence	Sources
упражнение на мышцы бедра	quad sets	procedure	reference_only	my_glossary
упражнения для лодыжек	ankle exercises	procedure	reference_only	my_glossary
упражнения для мышц тазового дна	pelvic floor exercises	procedure	reference_only	my_glossary
упражнения для нижней спины	low back exercises	procedure	reference_only	my_glossary
упражнения для укрепления мышц лица	facial strengthening exercises	procedure	reference_only	my_glossary
упражнения кегеля	kegel exercises	procedure	reference_only	my_glossary
упражнения на амплитуду движения	range of motion exercises	procedure	reference_only	my_glossary
упражнения на расслабление	cool down	procedure	reference_only	my_glossary
упражнения на укрепление лица	facial strengthening exercises	procedure	reference_only	my_glossary
упражнения на ягодицы	gluteal sets	procedure	reference_only	my_glossary
упражнения по глубокому дыханию	deep breathing exercises	procedure	reference_only	my_glossary
упражнения по кашлю	coughing exercises	procedure	reference_only	my_glossary
ургентное недержание	urge incontinence	diagnosis	reference_only	my_glossary
уретра	urethra	anatomy	reference_only	my_glossary
уровень глюкозы	glucose level	test	reference_only	my_glossary
уровень гормонов	hormone levels	test	reference_only	my_glossary
уровень железа	iron level	test	reference_only	my_glossary
уровень кислорода	oxygen level	test	reference_only	my_glossary
уровень лейкоцитов	white blood cell count	test	reference_only	my_glossary
уровень сахара	blood sugar	test	reference_only	my_glossary
уровень сахара в крови	blood sugar	test	reference_only	my_glossary
уровень триглицеридов в крови	triglyceride blood level	test	reference_only	my_glossary
уровень холестерина в крови	blood cholesterol level	test	reference_only	my_glossary
уродинамическое исследование	bladder test	test	reference_only	my_glossary
усиленное потоотделение	sweating	symptom	reference_only	my_glossary
ускоренное сердцебиение	fast heart beats	symptom	reference_only	my_glossary
ускоренный и сильный пульс	rapid and strong pulse	symptom	reference_only	my_glossary
успокоительное	sedative	medication	reference_only	my_glossary
успокоительное средство	sedative	medication	reference_only	my_glossary
усталость	fatigue	symptom	reference_only	my_glossary
устойчивость к лекарствам	drug resistance	other_medical	reference_only	my_glossary
утомляемость	fatigue	symptom	reference_only	my_glossary
утомляемость, связанная с раком	cancer-related fatigue	symptom	reference_only	my_glossary
утопление	drowning	diagnosis	reference_only	my_glossary
уход за ногами	foot care	procedure	reference_only	my_glossary
уход за промежностью	peri care	procedure	reference_only	my_glossary
уход за пупком	cord care	procedure	reference_only	my_glossary
уход на дому	home care	procedure	reference_only	my_glossary
ухудшение слуха	hearing loss	symptom	reference_only	my_glossary
участки покраснения кожи	red patches	symptom	reference_only	my_glossary
учащенное дыхание	breathing faster than normal	symptom	reference_only	my_glossary
учащенное сердцебиение	fast heart beat	symptom	reference_only	my_glossary
учебные занятия по диабету	diabetes education	procedure	reference_only	my_glossary
ушиб головного мозга	brain bruising	symptom	reference_only	my_glossary
ушная боль	earache	symptom	reference_only	my_glossary
ушная инфекция	ear infection	diagnosis	reference_only	my_glossary
ушная температура	tympanic temperature	test	reference_only	my_glossary
файберол	fiberall	medication	reference_only	my_glossary
фаллопротез	penile prosthesis	other_medical	reference_only	my_glossary
фалопиева труба	fallopian tube	anatomy	reference_only	my_glossary
фарингит	sore throat	diagnosis	reference_only	my_glossary
фармацевт	pharmacist	other_medical	reference_only	my_glossary
фгдс	egd	test	reference_only	my_glossary
фибрилляция предсердий	atrial fibrillation	diagnosis	reference_only	my_glossary
физиотерапевт	physical therapist	other_medical	reference_only	my_glossary
физиотерапевты	physical therapists	other_medical	reference_only	my_glossary
физиотерапия	physical therapy	procedure	reference_only	my_glossary
физическая активность	physical exercise	procedure	reference_only	my_glossary
физическая нагрузка	physical activity	other_medical	reference_only	my_glossary
физическая терапия	physical therapy	procedure	reference_only	my_glossary
физические упражнения	exercise	procedure	reference_only	my_glossary
фирменный препарат	brand name medicine	medication	reference_only	my_glossary
флакон с лекарством	medicine bottle	other_medical	reference_only	my_glossary
флюорография	chest x-ray	test	reference_only	my_glossary
флюорография грудной клетки	chest x-ray	test	reference_only	my_glossary
фолиевая кислота	folic acid	medication	reference_only	my_glossary
функциональные тесты легких	pulmonary function tests	test	reference_only	my_glossary
функция щитовидной железы	thyroid level	anatomy	reference_only	my_glossary
фурункул	boil	symptom	reference_only	my_glossary
фурункулез	boils	diagnosis	reference_only	my_glossary
харканье с кровью	hemoptysis	symptom	reference_only	my_glossary
харкать кровью	cough up blood	symptom	reference_only	my_glossary
хватание пальцами ног	toe curls	procedure	reference_only	my_glossary
хватательный рефлекс	grasping reflex	other_medical	reference_only	my_glossary
химиотерапевтические препараты	chemotherapy medicines	medication	reference_only	my_glossary
химиотерапия	chemotherapy	procedure	reference_only	my_glossary
химическая катастрофа	chemical emergency	other_medical	reference_only	my_glossary
химическое отравление	chemical poisoning	diagnosis	reference_only	my_glossary
химия	chemo	procedure	reference_only	my_glossary
хирургическая операция	surgery	procedure	reference_only	my_glossary
хирургическое вмешательство	surgery	procedure	reference_only	my_glossary
хирургическое вмешательство на глазах	eye surgery	procedure	reference_only	my_glossary
хлеб из необработанного зерна	whole grain breads	other_medical	reference_only	my_glossary
хлоргексидин глюконат	chlorhexidine gluconate	medication	reference_only	my_glossary
хлоргексидина биглюконат	chlorhexidine gluconate	medication	reference_only	my_glossary
хлоргексидина глюконат	chlorhexidine gluconate	medication	reference_only	my_glossary
хобл	copd	diagnosis	reference_only	my_glossary
ходунки	walker	other_medical	reference_only	my_glossary
холестерин	blood cholesterol	other_medical	reference_only	my_glossary
холод	coldness	symptom	reference_only	my_glossary
холод в руках или ногах	cold hands or feet	symptom	reference_only	my_glossary
холодные руки и ноги	cold hands and feet	symptom	reference_only	my_glossary
холодовое лечение	cold treatment	procedure	reference_only	my_glossary
холтеровский монитор	holter monitor	test	reference_only	my_glossary
хранение грудного молока	breast milk storage	procedure	reference_only	my_glossary
хриплый голос	hoarse voice	symptom	reference_only	my_glossary
хрипы	wheezing	symptom	reference_only	my_glossary
хроническая почечная недостаточность	chronic kidney failure	diagnosis	reference_only	my_glossary
хронические обструктивные болезни легких	chronic obstructive pulmonary disease	diagnosis	reference_only	my_glossary
хронический бронхит	chronic bronchitis	diagnosis	reference_only	my_glossary
хрупкие кости	brittle bones	symptom	reference_only	my_glossary
хрусталик	lens	anatomy	reference_only	my_glossary
хрящ	cartilage	anatomy	reference_only	my_glossary
центральный катетер	central catheter	procedure	reference_only	my_glossary
церебральный паралич	cerebral palsy	diagnosis	reference_only	my_glossary
цефалексин	cephalexin	medication	reference_only	my_glossary
цикл обмена	exchange	procedure	reference_only	my_glossary
циклер	cycler	other_medical	reference_only	my_glossary
цинк	zinc	medication	reference_only	my_glossary
ципрофлоксацин	ciprofloxacin	medication	reference_only	my_glossary
цистоскопия	cystoscopy	procedure	reference_only	my_glossary
цитрат магния	magnesium citrate	medication	reference_only	my_glossary
цитруцел	citrucel	medication	reference_only	my_glossary
цифровой термометр	digital thermometer	other_medical	reference_only	my_glossary
цсж	csf	anatomy	reference_only	my_glossary
чайная ложка	teaspoon	other_medical	reference_only	my_glossary
часовой глюкозотолерантный тест	glucose screening	test	reference_only	my_glossary
частичная нагрузка	partial weight bearing	procedure	reference_only	my_glossary
частое мочеиспускание	urinary frequency	symptom	reference_only	my_glossary
частота дыхания	breathing rate	test	reference_only	my_glossary
частота сердечных сокращений плода	fetal heart rate	test	reference_only	my_glossary
частые позывы к мочеиспусканию	polyuria	symptom	reference_only	my_glossary
черепно-мозговая травма	brain injury	diagnosis	reference_only	my_glossary
четверной тест	quad screen	test	reference_only	my_glossary
четверть приседа	quarter squat	procedure	reference_only	my_glossary
чистый сбор	clean catch	procedure	reference_only	my_glossary
чихание	sneezing	symptom	reference_only	my_glossary
чиханье	sneezing	symptom	reference_only	my_glossary
чрезмерная плаксивость	excessive crying	symptom	reference_only	my_glossary
чреспищеводная эхокардиография	transesophageal echocardiography	test	reference_only	my_glossary
чувствительность груди	breast tenderness	symptom	reference_only	my_glossary
чувствительность к свету	light sensitivity	symptom	reference_only	my_glossary
чувство безнадежности	hopelessness	symptom	reference_only	my_glossary
чувство грусти	feeling sad	symptom	reference_only	my_glossary
чувство замешательства	confusion	symptom	reference_only	my_glossary
чувство своей ничтожности	feeling worthless	symptom	reference_only	my_glossary
чувство сдавливания в груди	chest pressure	symptom	reference_only	my_glossary
чувство усталости	fatigue	symptom	reference_only	my_glossary
шаговый рефлекс	stepping reflex	other_medical	reference_only	my_glossary
шампунь от вшей	medicated lice shampoo	medication	reference_only	my_glossary
швы	stitch	procedure	reference_only	my_glossary
шейка матки	cervix	anatomy	reference_only	my_glossary
шейный изгиб	cervical curve	anatomy	reference_only	my_glossary
шелушащаяся кожа	peeling skin	symptom	reference_only	my_glossary
шея	neck	anatomy	reference_only	my_glossary
шина	splint	procedure	reference_only	my_glossary
шов	incision	anatomy	reference_only	my_glossary
шприц	syringe	other_medical	reference_only	my_glossary
шприц для введения инсулина	insulin syringe	procedure	reference_only	my_glossary
щека	cheek	anatomy	reference_only	my_glossary
щитовидная железа	thyroid gland	anatomy	reference_only	my_glossary
экг	ecg	test	reference_only	my_glossary
экзема	eczema	diagnosis	reference_only	my_glossary
эклампсия	eclampsia	diagnosis	reference_only	my_glossary
эксцизионная биопсия	excisional biopsy	procedure	reference_only	my_glossary
электрическая активность мозга	electrical activity of the brain	other_medical	reference_only	my_glossary
электрический импульс	electrical impulse	other_medical	reference_only	my_glossary
электрический молокоотсос	electric breast pump	other_medical	reference_only	my_glossary
электроды	electrodes	procedure	reference_only	my_glossary
электрокардиограмма	electrocardiogram	test	reference_only	my_glossary
электрокардиостимулятор	pacemaker	other_medical	reference_only	my_glossary
электролиты	electrolytes	medication	reference_only	my_glossary
электромиография	electromyogram	test	reference_only	my_glossary
электронный термометр	digital thermometer	other_medical	reference_only	my_glossary
электростимуляция	electrical stimulation	procedure	reference_only	my_glossary
электростимуляция желудка	gastric electrical stimulation	procedure	reference_only	my_glossary
электрофизиологическое исследование	electrophysiology study	test	reference_only	my_glossary
электрошок	electrical shock	procedure	reference_only	my_glossary
электроэнцефалограмма	electroencephalogram	test	reference_only	my_glossary
эмг	emg	test	reference_only	my_glossary
эмоциональные изменения	emotional changes	symptom	reference_only	my_glossary
эмфизема	emphysema	diagnosis	reference_only	my_glossary
эндоскопия верхних отделов	endogastroduodenoscopy	test	reference_only	my_glossary
эндоскопия верхних отделов жкт	upper endoscopy	procedure	reference_only	my_glossary
эпидуральная гематома	epidural hematoma	diagnosis	reference_only	my_glossary
эпизиотомия	episiotomy	procedure	reference_only	my_glossary
эпилепсия	epilepsy	diagnosis	reference_only	my_glossary
эректильная дисфункция	erectile dysfunction	symptom	reference_only	my_glossary
эритроциты	red blood cells	anatomy	reference_only	my_glossary
эрхпг	ercp	procedure	reference_only	my_glossary
эстроген	estrogen	anatomy	reference_only	my_glossary
этапы родов	stages of labor	procedure	reference_only	my_glossary
эфи	eps	test	reference_only	my_glossary
эхокардиограмма	echocardiogram	test	reference_only	my_glossary
ээг	eeg	test	reference_only	my_glossary
ягодицы	buttocks	anatomy	reference_only	my_glossary
язвенный колит	ulcerative colitis	diagnosis	reference_only	my_glossary
язвочки	ulcers	symptom	reference_only	my_glossary
язвы	sores	symptom	reference_only	my_glossary
язвы в полости рта	sores in the mouth	symptom	reference_only	my_glossary
язвы в ротовой полости	mouth sores	symptom	reference_only	my_glossary
язвы во рту	mouth sores	symptom	reference_only	my_glossary
язвы на коже головы	scalp sores	symptom	reference_only	my_glossary
язвы около влагалища	vaginal sores	symptom	reference_only	my_glossary
язык	tongue	anatomy	reference_only	my_glossary
яичник	ovary	anatomy	reference_only	my_glossary
яичники	ovaries	anatomy	reference_only	my_glossary
яйца вшей	lice eggs	other_medical	reference_only	my_glossary
