Russian	English	Confidence	Sources
антитела к гетерофильным антигенам системы Ханганутцу - Дейчсра	Hanganutziu - Deicher detector-ies	needs_human_review	akzhigitov_2_5
антитела к дигоксину	antidigoxin antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антитела к иммуноглобулину	anti-immunoglobulin antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антитела к инсулину	anti-insulin antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антитела к кардиолипину	anticardiolipin antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антитела к клеткам сетчатки	antirctinal antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антитела к лейкоцитам	leucocyte indicator-ies	needs_human_review	akzhigitov_2_5
антитела к лимфоцитам	antilymphocyte antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антитела к миокарду	antiheart antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антитела к нейрофиламентам	antineurofilament antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитела к нормальной	antibody, pi antibodiesies to normal tissue varieties	needs_human_review	akzhigitov_2_5
антитела к промежуточным тканям	anti-intermediate filament antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антитела к рецепторам ацетилхолина	acetylcholine receptor antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитела к суммарной популяции	antipan T cell antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антитела к тромбоцитам	platelet -ies	needs_human_review	akzhigitov_2_5
антитела к флуоресцину	anti-fluorescein antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антитела к хламидиям	chlamydial antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитела к эритроцитам овцы	anti-SRBC antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антитела к эстрогену	anti-oestrogen antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антитела против ацетилхолиновых рецепторов	acetylcholine antireceptor antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антитела против естественных клетоккиллеров	anti-INK cell antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитела против митохондрий	mitochondrial lymphocyte function-associated -ies	needs_human_review	akzhigitov_2_5
антитела против нервной ткани	antineuronal antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антитела против островковых клеток	pancreatic islet cell -ies	needs_human_review	akzhigitov_2_5
антитела против поперечнополосатых мышц	antistriated muscle antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антитела против рецепторов	anti-T cell receptor antibody, pi antibodiesies; steroid receptor restricted -iesies	needs_human_review	akzhigitov_2_5
антитела против тироглобулина	antithyroglobulin antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитело	antifusion antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитело в реакциях in vitro	test tube restricted -ies	needs_human_review	akzhigitov_2_5
антитело к лиганду	antiligand	needs_human_review	akzhigitov_2_5
антитело к полостной  детерминанте	cavity-type antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитело к рецептору	antireceptor antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитело против базальной	basement membrane antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитело против гаптена Форссмана	anti-Forssman antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитело против гладких	SM restricted -ies	needs_human_review	akzhigitov_2_5
антитело против жгутикового  антигена	antipilus antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитело против клетки-мишени	anti-target cell antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитело против коллагена	collagen type-specific antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитело против конформационно-зависимой антигенной детерминанты	conformation-sensitive antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитело против полового гормона	antireproductive hormone antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитело против чужеродного антигена	antiforeign antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитело с бактерицидными свойствами	bactericidal antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антитело-зависимая	antibody dependent cytopathic effect	needs_human_review	akzhigitov_2_5
антитело-опосредуемая  активация	antibody-mediated activation	needs_human_review	akzhigitov_2_5
антителообразование	antibody abnormal mucosal immune	needs_human_review	akzhigitov_2_5
антитиреоидные антитела	antithyroid antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антитоксическая сыворотка против змеиного	snake antivenene, antivenin, antivenom	needs_human_review	akzhigitov_2_5
антитрофобластическое антитело	antitrophoblast antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антифаговое антитело	antiphage antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антихламндийное антитело	antichlamydial antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антицентромерные антитела	anti-centromere antibody, pi antibodiesies	needs_human_review	akzhigitov_2_5
антиэритропитное антитело	antired-cell antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антиэритропоэтиновое антитело	antierythropoietin antibody, pi antibodies	needs_human_review	akzhigitov_2_5
антропонозный  кожный лейшманиоз	dry sore	needs_human_review	akzhigitov_2_5
антропохорный  организм	brotochore	needs_human_review	akzhigitov_2_5
аорто-ренальное обходное шунтирование	aor(o-renal bypass)	needs_human_review	akzhigitov_2_5
